Index	Parent	Start	Move	End	Tags	Origin	Date	Video	Description
865	567	Close hold opened	Body rolls	Close hold opened	body, fun	filler	2015-09-28		This one is all in the timing. Move boy's frame to BL to lead a slow body roll -- move her upper body forward on 1, back on 2 to complete one roll, then flow straight into a second one on 3 but pause half-way through on 4 (with her frame forward). Complete the pattern by moving her frame back-forward-back on 5-6-7.
866	10	Hammerlock	Double turn	Hammerlock	turn, fast	Leo/Paula	2015-09-27	https://www.youtube.com/watch?v=2PEhbLkwdZQ&feature=youtu.be	An "S" turn. Unwind under one hand then swap and wind her up under the other.
867	330,53	Hammerlock	Arm flick hand swap	Hammerlock crosshand	hard	Leo/Paula	2015-09-27	https://www.youtube.com/watch?v=2PEhbLkwdZQ&feature=youtu.be	Flick non-locking hand behind her (about 30° away from vertical) then grab it with the other hand (the one that was the hammerlock hand).
868	285	Close hold	Stop and roll (shoulders)	Close hold	body	Jai	2015-10-14		After half a basic, start the return on 5. On 6, send the girl back, and on 7,8, roll her upper body around in a horizontal circle.
869	368	Close hold	Drop and wiggle	Close hold	body	Jai	2015-10-14		Leading this clearly requires full body contact (with the boy twisted away slightly to make it less creepy), don't try it unless that will be comfortable for both partners. Lift on 8 and drop on 1. Use your knee to flick her hips from side to side on 3,4.
870	dup,368	Close hold	Knee roll	Close hold	body	Jai	2015-10-14		Don't move your hips! Boy just moves his knee. Use your knee / thigh connection to move her hips in a horizontal circle.
871	638	Open hold	Boy turn + girl turn	Sweetheart		Jai	2015-10-14		Boy needs to cheat and turn on 5 (not 6) so he has time to swap hands and turn the girl. Requires a lot of frame from the girl, at an unusual time (beat 6.5/7 if the boy is late)
872	dup,123	Sweetheart	About turn	Hammerlock crosshand		Jai	2015-10-14		
873	292,10	Hammerlock crosshand	Girl turn + boy turn	Boy hammerlock crosshand		Jai	2015-10-14		
874	608	Boy hammerlock crosshand	Head rolls	Boy hammerlock crosshand		Jai	2015-10-14		Boy's fingers should not touch girl. Use your palm as though you were cleaning a bowl, on the trapezius muscles (at the place where her neck joins her body). Stay off her head probably. Lift your arm at the last minute so she doesn't headbutt it, but not too early -- lead it with your hand on the base of her neck, not by making an opening with your arm and hoping she puts her head through it.
875	751,308	Boy hammerlock crosshand	Boy wrong-way turn	Crosshand		Jai	2015-10-14		
876	dup,300	Crosshand	Wrong-way turn	Crosshand		Jai	2015-10-14		
877	dup,300	Crosshand	Wrong-way turn	Crosshand		Jai	2015-10-14		
878	1	Crosshand	Boy twist into hammerlock	Boy hammerlock crosshand		Jai	2015-10-14		Boy twists to the side and throws an arm (still connected) over and behind him, then twists back.
879	729	Open hold	Spins into step over and dip	Close hold	body, hard, aerial	Dominic	2015-10-21	https://www.facebook.com/bestofsalsa/videos/622992574507789/	Start her off into some GTTL. After a couple of turns, place GRH on Bback (under BLA) and step over her (BRF first) while swinging her underneath you. Complete a full 360 into dip.
880	372	Embrace	Grind step pass	Twisted squat	body	Teri/David	2015-12-06		Lift her up past you (not right off the ground) and place her next to you. You should be facing her, she should be facing to your right.
881	695,761	Twisted squat	Body rolls	Twisted squat	body	Teri/David	2015-12-06		
882	451	Twisted squat	Bow / back bow	Twisted squat	body	Teri/David	2015-12-06		Lean her forward and back
883	-	Twisted squat	Pass behind	Mates hold		Teri/David	2015-12-06		
884	574	Mates hold	Walking body rolls	Mates hold	body, hard	Teri/David	2015-12-06		
885	16	Mates hold	Backstroke	Close hold opened	easy	Teri/David	2015-12-06		Straighten her arms by her sides, then lead her through the backstroke motion. At the appropriate time, get under her left arm.
886	727,781,172,	Close hold opened	Flick leg dip	Embrace	body, hard, fun, aerial	Teri/David	2015-12-06		Body roll so her left foot is forward. Transfer her weight to her right leg then BLF flick GLL to BL, catching it on BLthigh (lunge left -- girl lunges forward). Boy must not lean forward. Lunge back to vertical so girl doesn't have to lift herself.
887	172,716	Open hold	Hand lean + roll	Open hold	body, hard	youtube	2015-12-29	https://gfycat.com/FailingBlondDrongo	Boy puts girl's hands on his hip and she leans forward and rolls her body around.
888	717,176	Close hold	Forward bow	Open hold	body, hard	youtube	2016-02-04	https://youtu.be/_p21nAmYUl4?t=57s	Girl leans on boy, boy steps back. Then push her butt out so she is bowing. Could also be done from control hold if your girl trusts you.
889	736	Wrap	T-lean backward	Open hold	body, hard, fun	Mitch/Elicia	2016-01-30		Hold girl under her upper arms (very close to shoulders), pull her upper body against your chest, then step back so she is relaxed, Gbutt near BRknee and Gback on BRwaist. Indicate for her to get back up with a gentle push with your knee on her butt.
890	889	Wrap	T-lean backward with arch	Open hold	body, hard	Mitch/Elicia	2016-01-30		Half way up, lean her back further so you can look up her nose haha
891	-	Open hold	Heel toe 	Open hold	styling	Mitch/Elicia	2016-01-30		
892	-	Open hold	Drop on 8	Open hold	styling	Mitch/Elicia	2016-01-30		On the 8th beat, collapse slightly at the knees.
893	-	Open hold	Bass beat 	Open hold	styling	Mitch/Elicia	2016-01-30		Step on 1, 2.5, 3, and 4.
894	-	Open hold	Syncopated step 	Open hold	styling	Mitch/Elicia	2016-01-30		Step on 1, 2, 3.5, and 4.
895	40	Embrace	360 with head rolls	Embrace	body	Level 2	2016-05-03		Use your fingers at the base of her neck to lead the head roll
896	-	Mates hold	Shoulder isolations	Mates hold	body	Salem	2016-05-08		Hold her left arm out straight with a bit of tension. Then isolate her shoulders: side to side, horizontal circles, or bow +body roll up (top the side) 
897	903	Arms up	Proposal	Open hold	fun 	Tony Lara 	2016-04-01		Kneel on one knee and put your hands on her waist. Turn her to sit on your knee.
898	695	Neck hold	Body roll	Neck hold	body	Sharon	2016-12-10		Roll your fingers up the back of her neck, starting at the bottom with your little finger, then pressing with each one in turn. She should bodyroll.
899	874	Neck hold	Head rolls	Neck hold	body	internet	2017-03-20	https://www.instagram.com/p/BRzCxgJl8Cs/	see #874
900	463	Close hold opened	Parade block into half-turn	Shadow hold	hard, body, fun, tango	internet	2017-03-20	https://www.instagram.com/p/BRzCxgJl8Cs/	Start turning right but block on 3 and half turn left in one beat on 4. Drag hands up girl's body so that she crouches, keep hold of her hands to pull her up afterwards.
901	304	Boy wrap	Girl outside turn	Shadow hold	hard, body, turn	Romina	2017-03-20		On 5, throw right hands back (and let go). On 6, turn girl to her left into shadow hold, placing GLH on BRThigh
902	695	Close hold	Body roll w/ leg flick	Close hold	body	C&C	2017-01-07	https://drive.google.com/file/d/0ByErnUthBr7EaEZWUHkwVzVHMHM/view?usp=sharing&t=36s	When bodyrolling on the last two counts, kick your left leg out behind you at a 135° angle.
903	3	Arms up	Boy squat + girl turn	Embrace	body	C&C	2017-01-07	https://drive.google.com/file/d/0ByErnUthBr7EaEZWUHkwVzVHMHM/view?usp=sharing&t=57s	Boy squats down and looks at the ground, and turns the girl by her waist, then slides back up her body while looking at her face.
904	726	Embrace	Side push + head roll	Close hold	hard	C&C	2017-01-07	https://drive.google.com/file/d/0ByErnUthBr7EaEZWUHkwVzVHMHM/view?usp=sharing&t=11s	Grind step to offset position holding GRelbow. With BRH on GLwaist, push her to GL with GRarm straight. Pop it over your head on to the back of your neck and roll your head under it. 
905	240	Embrace	Side roll dip	Embrace	body	internet	2017-03-22	https://youtu.be/sF4gPyF3ze8?t=18s	in embrace, BRH to GRear. Dip her back and then sweep her head around in a horizontal semicircle to BL.
906	461	Embrace	Sitting straight dip	Embrace	body, hard	internet	2017-03-22	https://youtu.be/sF4gPyF3ze8?t=1m	Do not try this without checking that she has no injuries. Grind step to get BRhip close to girl's front. Forward and back rock (two counts for each) body wave. Reverse body roll (starting as a squat) for another four counts. For the next one, squat a bit more so that she sits on your lower thigh and dip her right back. 
907	729	Embrace	Scissor lift	Embrace	body, hard, aerial	internet	2017-03-22	https://gfycat.com/KindlySmoggyArgusfish	Grind step on 1, then do the sort of zouk bounce and pull GRleg around your hip with BLH, supporting her weight with BRshoulder. Return by rock step forward-back on 5,6 then GLF down on 7 and GRF tap on 8.\
908	-	Open hold	Girl turn	Close hold opened		Romina	2017-03-27		
909	-	Close hold opened	Slow bodyroll	Twisted squat		Romina	2017-03-27		Four count bodyroll, ending in a squat
910	-	Twisted squat	Twists	Close hold opened		Romina	2017-03-27		Rotate girl around boy's body for two counts (until she is facing the other way across him), then back for the other two.
911	-	Close hold opened	Walk backward	Cliffhanger		Romina	2017-03-27		
912	-	Cliffhanger	Girl turn	Crosshand	swap	Romina	2017-03-27		
913	-	Crosshand	Arm flicks	Control hold		Romina	2017-03-27		
914	-	Control hold	Spanish basic	Control hold		Romina	2017-03-27		Step right on five but pivot on that foot to steer girl back towards boy's left, walking her backwards for the last three steps.
915	-	Control hold	Walk backwards	Wrap		Romina	2017-03-27		Boy rotates whole body to lead this.
916	-	Wrap	Chin-flick bodyroll	Close hold		Romina	2017-03-27		Lead a bodyroll by gently pushing girl's chin up with a finger (and also the usual body movement)
917	-	Open hold	Arm flicks	Crosshand		Salem	2017-03-28		
918	-	Crosshand	Sharp half turn	Sweetheart		Salem	2017-03-28		Pull her towards you on 5 through a quick half turn, stop her with her arms out.
919	-	Sweetheart	Hands brush body	Sweetheart		Salem	2017-03-28		
920	-	Sweetheart	Girl turn + boy turn	Boy wrap		Salem	2017-03-28		
921	-	Boy wrap	Bodyroll to side	Boy wrap		Salem	2017-03-28		
922	-	Boy wrap	Girl turn	Neck hold		Salem	2017-03-28		
923	-	Neck hold	Bodyroll + reverse bodyroll	Neck hold		Salem	2017-03-28		
924	-	Neck hold	Arm sweep	Embrace		Salem	2017-03-28		
925	-	Embrace	Leg flick + bodyroll	Close hold opened		Salem	2017-03-28		On 5, make sure girl's weight is on her right foot and use boy's right leg to flick her left leg to the side a little.
926	717,716	Close hold opened	Dolphin roll	Close hold		Salem	2017-03-28		Put your right foot so it's almost touching girls feet (make sure her feet are together by transferring her weight), and lean back onto your left leg, while she planks (indicate this with a little lift beforehand). Once she is leaned over, flick her butt out into a bow by flicking with your hip or pushing with your hand. Go forward and back through bowing bodyrolls a time or two before straightening up during the last roll.
927	451,695	Twisted squat	Horizontal bodyroll	Close hold	body, hard, fun	Teri	2015-09-10		Dip her, then ask for bodyrolls using a hand on her hip (don't force it, it's just a request)
928	-	Open hold	Girl turn late	Catapult		Salem	2017-04-04		Turn girl on 3,4.
929	-	Catapult	Boy outside turn	Open hold		Salem	2017-04-04		
930	-	Open hold	Wrong-way turn	Wrap		Salem	2017-04-04		
931	-	Wrap	Bounce forward + bow	Open hold		Salem	2017-04-04		Girl goes forward on 1 and gets pulled back by waist and shoulder on 2. Roll arm up her back on 2.5 so that she bows on 3-4, then slip hands to release catapult.
932	-	Open hold	Wrong-way turn	Control hold		Salem	2017-04-04		
933	-	Control hold	Body roll down + body roll up	Open hold		Salem	2017-04-04		
934	-	Open hold	Grind step	Wrap		Salem	2017-04-04		
935	-	Wrap	Hesitation step + body roll	Shadow hold		Salem	2017-04-04		
936	-	Shadow hold	Push girl to side, boy haircomb	Close hold		Salem	2017-04-04		Push the girl to the right, then move back together on 3,4 with a boy haircomb.
937	-	Open hold	Girl turn	Catapult		Romina	2017-04-10		
938	-	Catapult	Boy turn	Both haircombed		Romina	2017-04-10		
939	dup,175	Both haircombed	Walkthrough	Arms up		Romina	2017-04-10		
940	-	Arms up	Girl turn	Arms up		Romina	2017-04-10		
941	-	Arms up	Girl turn + boy outside turn	Close hold		Romina	2017-04-10		
942	-	Close hold	Half 360 + rondez	Close hold opened		Romina	2017-04-10		
943	-	Close hold opened	Girl walk forward	Close hold		Romina	2017-04-10		
944	570,861	Close hold	Double turn + neck roll	Neck hold		Romina	2017-04-10		Girl turns very fast, leaving time for boy to put hand on neck to lead headroll on last two beats
945	29	Close hold	Bolero basic 	Close hold		Sibf	2017-04-28		Pause on two, no tap
946	834	Embrace	Chest isolations (guided) 	Embrace	body	Brazil girl 	2017-04-29		
947	946	Embrace	Chest isolations (bowed)	Embrace	body, hard	Brazil girl 	2017-04-29		
948	-	Embrace	Kizomba butt	Embrace		Brazil girl 	2017-04-29		Boy leads by pulling in chest with back of hand slightly and also doing the move so that the girl can mirror. Stick butt out, up, then lock back in neutral. Upper body still. 
949	-	Crosshand	Girl walk forward 	Crosshand		Carlos y Chloe	2017-04-29		
950	117	Crosshand	Arm sweep	Double neck hold		Carlos y Chloe	2017-04-29		Move girl's hands to her shoulders so that her elbows are sticking out, then put your hands inside her elbows and sweep her arms around in a big circle. Place her hands on your waist and your forearms on her shoulders (hands behind her head) 
951	296	Double neck hold	Slow swoop step	Double neck hold	fun	Carlos y Chloe	2017-04-29		Step side to side, dropping low on odd counts. 
952	899	Double neck hold	Neck and body roll	Open hold		Carlos y Chloe	2017-04-29		Lead a neck roll, but press down on shoulder and drop your own body so that she bows under the neck roll
953	159,190	Crosshand	Girl behind tangle	Open hold	turn	Carlos y Chloe	2017-04-29		Girl turn then boy half turn on 7,8. Boy hammerlocks his right arm under girl's arm to lock GRA in place against his side. Swap hands then boy ducks under his right arm (girl's left arm) 
954	951	Open hold	Arm sweep butt swoops	Open hold	fun	Carlos y Chloe	2017-04-29		Turn girl, then with other hand, hold it up and half-time step side to side, while swooping body and throwing her hands from up to down. 
955	-	Neck hold	Hair inspection 	Close hold	weird	Carlos y Chloe	2017-04-29		Get close and drag her hair past your face (don't sniff it). Only try this on friends, most girls don't like people touching their hair. 
956	800	Boy wrap	Slide through legs horizontal spin	Titanic	aerial, elite, fun, hard	youtube	2017-06-01	https://youtu.be/UV8dHYsP028?t=2m8s	Girl squats down behind boy, crosses her hands, then slides through his legs because he pulls her, feet first. She has a lot of momentum and spins horizontally before landing in front of him.
964	175	Open hold	Gunshot	Arm locked		Garduce	2017-06-06		Elbow up and over her arm, then pin her arm against your side with your elbow (not in your armpit because that's gross)
957	964	Arm locked	Pull into cuddle	Open hold	body	Garduce	2017-06-06		 lock her arm to your side with your elbow and pull her forwards. Each has a hand on the bac the of the other's neck. Triangle step (grind step) the open. Good after a tricky move. 
958	3,467	Open hold	Girl turn	Hand on back 		Ataca y Alemana	2017-07-22		Starting with brh on glshoulder, turn her to her right on 1 but keep brh on gr shoulder blade. 
959	958	Hand on back	Walk around 	Boy shadow		Ataca y Alemana	2017-07-22		
960	959,693	Boy shadow	Boy spin 	Open hold		Ataca y Alemana	2017-07-22		
961	117	Open hold	Arm sweep 	Cliffhanger		Ataca y Alemana	2017-07-22		
962	dup,270	Cliffhanger	Free turn	Close hold		Ataca y Alemana	2017-07-22		
963	295,296,166	Embrace	Chest circle isolations 	Embrace	body	Duce and Tram	2017-07-22		
965	1	Open hold	Square basic	Open hold		Sammy El Magico	2018-04-30		
966	29,965	Close hold	Square basic 	Close hold		Sammy El Magico	2018-04-30		Lead with shoulders and frame, not just push-pull with hands. She's watching your frame, use her eyes to invite her to do the next move 
967	965	Open hold	Open to the side 	Open hold		Sammy El Magico	2018-04-30		Lead with frame. Dance with your whole body
968	967	Open hold	Tap side, back 	Open hold		Sammy El Magico	2018-04-30		
969	516	Open hold	Opened body rolls together 	Open hold	body, fun	Sammy El Magico	2018-04-30		Holding hands, hands up, forearms together, lead with body as well. Either on the beat forward/back or double time to fit 3
970	969	Close hold	Opened body rolls together (double time)	Close hold	body	Sammy El Magico	2018-04-30		
971	39,40	Close hold	Slow spin	Close hold		Sammy El Magico	2018-04-30		Take 8 counts to rotate (block her from turning too fast with non-leading hand) 
972	965	Close hold	Mambo step	Close hold	fun	Sammy El Magico	2018-04-30		Rock forward/back on 1,2, back/forward on 5/6. Lead by moving shoulder forward at the same time as feet. 
973	965	Close hold	Open hips tap x7	Close hold		Sammy El Magico	2018-04-30		Twist your hips to the side slightly and tap heel repeatedly. End by stopping open and dropping body from the knees on 8
974	965	Open hold	Opening square basic	Close hold		Sammy El Magico	2018-04-30		Open/close on 1,2 then move forward on 3 as part of the box step. On 7,8 if you don't step back then you can lead her into close hold. 
